amount,transaction_hour,is_new_receiver,is_new_device,location_change,failed_transactions,transaction_frequency,account_age_days,is_fraud
8557.67,6,0,1,0,0,5,27,0
3594.18,15,0,0,0,0,16,540,0
9005.72,11,0,0,0,0,9,910,0
415.6,10,0,0,0,2,4,364,0
4021.56,18,0,0,0,0,6,774,0
215.15,19,0,0,0,0,10,14,0
398.21,17,1,0,0,0,8,275,0
14224.75,20,0,0,0,0,7,385,0
909.67,22,0,0,0,3,11,248,0
4571.12,19,0,1,0,2,17,318,1
3186.95,23,0,0,0,0,9,29,0
2570.22,17,0,0,0,0,10,168,0
13815.52,1,1,0,0,2,4,247,0
142.39,11,0,0,0,0,6,263,0
6550.11,9,0,0,0,0,15,84,0
19855.33,14,0,0,1,3,6,684,1
4938.18,1,1,0,0,0,6,251,0
16580.84,10,1,0,0,0,6,330,0
332.04,11,0,0,0,0,5,870,0
3265.89,22,0,0,0,3,8,582,0
1817.91,10,0,0,0,0,22,909,0
7884.27,6,0,1,1,0,13,589,1
23884.46,13,0,0,0,1,8,712,0
1788.56,15,1,0,1,2,6,351,1
6380.93,15,0,0,1,0,15,913,0
1334.61,4,0,0,0,0,10,624,0
5009.01,2,0,0,0,0,10,790,0
3750.97,18,0,0,0,0,7,594,0
21464.45,8,0,1,0,0,6,645,0
5637.04,22,0,0,1,1,7,777,0
2590.14,21,0,1,0,0,12,465,0
736.88,6,0,0,0,0,2,326,0
993.92,23,0,0,0,0,6,633,0
1541.81,16,1,0,0,0,8,949,0
1743.83,19,0,0,0,1,8,69,0
11417.41,18,0,0,1,1,9,415,0
4952.58,12,0,0,0,1,6,875,0
4456.35,9,0,0,1,0,4,686,0
741.44,21,1,1,0,1,6,131,1
11812.67,17,1,0,0,0,17,274,0
7708.41,16,0,0,0,0,7,439,0
430.4,22,0,0,0,0,10,879,0
7392.62,1,0,0,0,0,8,19,0
4715.5,19,1,0,1,0,8,190,0
521.55,5,0,1,0,0,3,270,0
3688.26,21,0,0,0,0,5,765,0
3987.99,21,0,0,0,0,11,339,0
1097.51,20,1,0,0,1,3,658,0
17489.18,12,0,0,0,0,9,445,0
11391.73,14,0,0,0,2,14,580,0
6644.23,22,0,0,1,0,4,808,0
3732.68,17,1,0,0,0,9,628,0
3193.78,7,0,0,0,0,2,356,0
6325.64,18,1,0,0,0,7,250,0
4740.44,6,0,0,0,2,13,506,0
395.78,8,0,0,0,0,3,957,0
4320.82,20,1,0,1,0,2,556,0
9861.88,10,1,1,1,0,11,166,1
3698.68,10,0,0,0,0,8,297,0
330.13,6,0,1,0,0,6,131,0
9268.48,16,0,0,0,0,8,487,0
1359.1,1,0,0,1,0,13,526,1
1805.46,20,0,0,1,1,3,276,0
1089.83,10,0,0,0,1,10,591,0
2414.79,9,0,0,0,0,6,28,0
8492.03,22,0,0,1,0,9,76,0
4406.14,11,0,0,0,1,8,951,0
1385.58,4,0,1,1,1,12,292,1
12624.05,9,0,0,0,0,5,742,0
12710.71,16,0,0,0,0,5,381,0
12278.08,17,0,0,0,0,10,579,0
1647.12,7,0,0,0,0,16,932,0
3610.56,6,0,1,1,0,11,837,1
25204.09,18,0,0,0,0,9,807,0
8880.79,23,0,1,0,1,11,398,1
175.26,11,1,1,0,0,9,892,0
414.57,8,0,0,0,0,14,894,0
3750.96,5,0,0,0,0,3,145,0
14405.91,12,0,0,0,1,6,8,0
4652.26,11,1,0,0,0,30,870,0
4142.69,20,0,0,0,0,10,269,0
678.77,18,1,0,1,0,8,456,0
6426.3,19,0,0,0,0,12,824,0
10369.31,21,1,0,0,0,6,41,0
2882.28,12,0,0,1,0,4,948,0
8976.27,14,0,0,0,0,10,435,0
20035.39,13,1,0,0,0,8,333,0
1377.18,20,0,1,0,0,11,273,0
4455.58,6,0,0,0,0,20,766,0
2040.8,21,0,0,0,0,7,409,0
9456.0,8,0,0,1,0,13,75,0
5180.72,8,1,0,0,2,15,573,0
6050.29,22,0,1,1,1,9,240,1
9604.38,15,1,0,0,4,8,34,1
3034.79,4,1,1,0,0,17,505,1
14806.99,16,0,0,0,0,3,941,1
4578.93,21,0,1,0,0,8,874,0
1041.53,2,1,0,1,0,9,29,1
7152.37,17,0,1,0,0,4,780,0
9467.8,22,1,1,1,0,3,40,1
2295.47,14,0,0,0,0,9,553,0
11686.99,9,0,1,0,0,9,450,0
14205.91,12,1,0,1,3,20,123,1
1955.28,5,0,0,0,0,6,967,0
24644.18,23,0,0,0,0,7,439,0
919.9,5,0,1,0,0,10,307,1
1364.0,0,1,0,1,1,8,844,0
1231.7,7,0,0,0,1,6,208,0
13475.31,12,0,0,1,0,11,671,0
6382.97,16,0,1,1,0,5,468,0
999.99,6,0,0,0,1,8,463,0
3492.38,15,0,0,0,0,15,910,0
5741.72,19,0,0,0,4,20,314,0
532.92,5,0,0,0,0,13,905,0
12853.63,12,1,0,0,0,5,593,0
9775.72,6,0,0,0,2,3,766,0
4231.69,13,0,0,0,0,15,979,1
20500.55,9,1,1,0,0,3,471,1
3255.25,18,0,0,1,0,3,364,0
24862.51,20,1,0,1,1,7,942,1
6624.28,15,0,0,0,0,10,287,0
6051.75,2,0,0,0,0,10,891,0
1098.81,14,0,0,0,0,5,802,0
12828.75,15,0,0,0,1,16,171,0
3356.35,22,0,1,1,0,2,787,0
1072.09,9,0,0,0,0,7,36,0
86.13,7,0,0,0,0,1,348,1
4932.55,6,0,0,0,1,5,257,0
4507.03,20,0,0,0,1,9,448,0
7633.96,18,0,0,0,0,6,345,0
13267.74,11,0,1,0,1,8,271,0
506.42,17,0,0,0,0,7,238,0
7899.35,9,0,0,0,0,14,873,0
1255.19,15,0,0,0,2,7,979,0
11729.06,18,0,0,0,0,4,619,0
10267.66,7,0,0,1,0,8,469,0
4679.54,3,0,0,0,3,11,674,1
7442.27,7,1,0,0,0,3,824,0
2274.33,13,0,0,1,0,3,37,0
3832.51,21,0,0,1,2,4,210,0
10353.6,13,1,0,0,0,16,950,0
3698.96,14,0,1,0,0,7,688,0
2667.12,7,0,1,1,0,16,748,1
4099.83,23,0,0,0,0,5,390,0
10580.27,19,0,0,1,1,1,907,0
2459.69,5,0,0,0,0,6,485,0
1155.23,8,0,1,1,0,8,54,0
7479.06,20,0,0,0,1,14,24,0
10501.45,10,0,0,0,0,4,763,0
646.41,23,0,0,0,0,5,261,0
1655.63,17,0,0,1,1,9,113,0
928.71,2,0,0,0,1,7,242,0
2575.73,5,0,0,0,0,3,457,0
3600.85,6,0,0,0,0,16,670,0
8299.66,8,0,0,1,0,4,843,0
6328.64,20,1,0,0,0,12,232,0
5830.18,7,0,1,0,0,9,716,0
2616.66,1,0,0,0,1,4,532,0
11060.02,3,0,0,1,0,13,577,1
3833.86,8,0,0,0,4,8,957,0
23219.45,21,0,1,0,1,11,32,1
6043.06,9,1,0,0,0,4,400,0
819.87,8,0,1,0,0,6,241,0
6775.36,23,1,0,0,1,6,508,0
2369.18,11,0,0,0,1,9,41,0
6966.43,15,1,0,0,4,3,458,0
443.11,12,0,0,0,0,5,9,0
1163.37,14,0,0,0,0,4,597,0
11626.71,11,1,0,0,3,1,163,0
1556.25,5,0,0,1,0,4,481,0
10895.54,19,1,0,0,1,9,638,0
1974.99,21,0,0,0,0,23,565,0
6188.13,6,0,0,0,1,7,946,0
7117.97,18,0,0,0,0,8,701,0
4322.69,12,0,0,0,1,7,998,0
2195.74,12,0,0,1,0,5,732,0
1444.45,23,0,0,0,3,8,876,0
212.52,2,0,0,0,0,6,411,0
2183.97,1,0,0,0,0,11,659,0
6363.4,6,0,1,0,0,10,557,0
16723.3,12,0,0,0,2,8,375,0
12307.18,16,0,0,1,0,11,346,0
8726.27,22,0,0,0,0,8,10,0
9329.69,10,0,0,0,0,17,409,0
6571.48,21,1,0,1,0,4,188,0
1818.96,17,0,0,0,0,7,897,0
14273.53,19,0,0,0,0,11,691,0
6675.31,1,0,0,0,1,9,348,0
4941.89,12,1,0,1,0,5,222,0
715.88,20,0,0,0,0,9,580,0
3564.99,10,0,0,1,1,20,182,0
3711.1,16,0,0,0,2,12,931,0
12005.52,21,0,0,0,1,11,68,0
4756.52,17,1,0,0,0,5,619,0
2882.09,18,1,0,0,0,15,250,0
22591.7,1,1,0,0,0,13,325,1
714.06,20,0,0,0,0,8,559,0
3304.78,21,0,0,0,0,13,68,0
267.6,11,1,0,0,2,6,765,0
8090.23,21,0,0,1,0,11,851,0
15021.82,14,0,0,1,0,6,668,0
1981.34,4,0,0,0,0,7,343,0
11736.02,8,0,0,1,0,8,248,0
2083.72,11,0,0,0,0,9,322,0
14509.24,15,1,0,0,0,7,732,0
8423.61,11,0,0,0,0,13,11,0
9815.67,19,0,0,1,0,10,111,0
119.02,23,0,0,0,2,3,862,0
19760.35,6,0,0,0,1,22,598,0
7792.47,8,0,1,0,1,8,125,0
2190.91,15,0,0,0,0,5,465,0
10620.41,20,0,0,0,2,1,280,0
1993.71,13,1,0,0,0,3,230,0
12379.79,12,0,0,0,2,13,356,0
726.62,17,1,0,1,0,8,982,0
7308.01,6,0,0,0,0,12,461,0
4678.29,23,0,1,0,0,14,90,1
619.1,9,0,0,0,0,8,361,0
1671.59,23,0,0,0,0,9,437,0
84.89,2,0,0,0,3,13,485,1
3805.34,16,0,0,0,0,13,83,0
2160.9,20,0,0,0,0,19,729,0
5483.16,3,0,0,0,0,2,83,0
2126.42,6,0,1,0,0,14,629,0
2149.36,22,0,0,0,1,3,223,0
8166.59,14,0,0,1,0,9,913,0
306.04,18,0,0,0,1,8,90,0
14001.77,22,0,0,0,0,4,487,0
11483.97,3,0,0,0,3,7,632,0
6622.19,18,0,0,0,0,7,684,0
5406.92,19,0,0,0,3,2,240,0
13380.57,20,0,0,0,0,15,941,0
1239.83,19,1,0,1,1,7,8,1
503.57,7,0,0,0,0,12,510,0
1652.76,4,1,1,0,0,9,64,1
9506.14,13,0,0,0,0,8,908,0
221.71,1,1,0,0,0,4,832,0
5255.24,8,0,0,0,0,13,369,0
32349.33,18,1,0,0,0,8,250,0
11625.0,19,0,0,0,0,6,538,0
4431.91,19,0,0,0,1,10,528,0
404.54,11,0,0,0,5,6,624,0
10690.41,17,0,0,0,0,14,60,0
5492.44,23,1,0,0,0,4,554,0
742.55,16,0,0,0,0,7,545,0
601.35,17,1,0,0,1,5,951,0
14432.85,17,0,0,0,3,3,913,0
6647.45,12,0,1,0,4,8,325,0
10616.62,6,0,0,0,3,6,900,0
12680.74,21,1,1,0,2,5,707,1
5098.6,10,0,0,0,5,10,65,0
4381.98,10,0,1,0,0,9,456,0
3387.21,23,0,0,0,3,7,275,0
2297.09,14,0,0,0,1,5,154,0
3431.29,2,1,0,0,0,2,548,0
8930.13,20,0,0,0,0,5,494,0
5536.67,14,0,0,0,0,10,308,0
13392.89,11,0,0,0,1,14,129,0
3525.24,19,1,0,1,0,12,849,1
5615.04,9,0,0,1,0,6,100,0
5996.75,21,0,0,0,1,7,806,0
5384.48,3,0,0,0,0,14,891,0
7286.74,10,0,0,0,1,8,860,0
1636.39,23,0,0,0,1,5,768,0
4319.11,0,0,0,0,4,9,398,0
670.39,6,1,1,0,0,10,685,1
2922.03,12,1,0,0,2,13,150,1
4022.68,17,0,0,0,0,4,292,0
6347.18,20,0,0,0,0,4,246,0
18048.46,14,0,0,1,0,9,779,0
5517.52,16,0,0,0,0,5,722,0
8175.96,14,0,0,0,5,15,763,0
4244.55,19,0,0,0,0,12,112,0
6042.44,0,0,0,0,3,7,388,0
451.44,11,0,0,0,0,4,180,0
1771.33,18,1,0,1,0,7,298,0
2705.12,17,0,0,0,0,19,352,0
3847.56,13,0,1,1,0,9,335,0
290.34,3,0,0,0,4,8,479,0
915.11,22,0,1,0,1,2,734,0
1954.54,20,0,0,0,0,9,270,0
21363.99,23,0,0,0,1,4,14,1
2424.94,9,1,0,0,0,2,559,0
3957.16,20,1,0,0,0,16,597,0
1319.67,18,0,0,1,0,3,337,0
5671.66,20,0,0,0,0,10,627,0
1986.72,1,1,0,0,4,16,451,1
1401.54,9,0,0,0,0,2,276,0
4371.13,3,0,0,0,0,17,995,0
43.13,11,0,0,0,0,9,30,0
56.16,18,0,0,0,0,11,566,0
1493.61,22,1,0,0,0,9,162,0
234.48,19,0,0,0,0,14,997,0
695.91,11,0,1,1,1,16,902,1
2492.74,9,0,0,0,0,2,124,0
9744.7,20,0,1,0,0,8,96,0
5102.47,14,1,0,0,0,9,201,0
4322.85,23,0,0,0,0,16,490,0
2094.5,21,0,0,1,2,7,353,0
16117.79,9,1,0,0,0,8,963,0
3045.18,19,0,0,0,0,17,859,0
556.73,19,0,0,0,0,6,119,0
5769.36,12,0,0,0,4,20,608,0
735.14,7,0,0,0,2,12,56,0
2550.76,13,0,1,0,0,5,485,0
4258.49,21,0,1,0,0,3,905,0
12449.45,6,0,0,0,0,8,506,0
4091.94,11,1,0,0,1,12,512,0
7279.18,3,0,0,0,0,11,344,0
29626.09,22,0,0,0,0,11,449,0
855.85,15,0,0,0,0,7,81,0
1937.28,6,1,0,0,0,12,872,0
3020.96,22,0,0,0,0,14,366,0
3297.31,19,1,0,0,0,2,208,0
3186.19,12,0,0,0,0,2,969,0
14300.48,18,1,0,0,0,3,921,0
7521.27,9,0,0,0,0,10,272,0
5627.51,9,0,1,1,0,4,48,0
2230.93,18,0,0,0,0,4,912,0
10426.49,6,1,0,0,3,6,795,0
18624.63,9,0,0,0,0,3,774,0
10338.87,23,0,0,1,0,19,615,1
19.4,1,0,0,0,2,7,133,0
6080.23,16,1,0,1,0,5,804,0
324.93,16,1,0,0,0,3,430,0
1797.26,14,0,0,1,0,6,472,1
378.22,12,0,0,1,0,7,619,0
5564.95,10,0,0,0,0,11,295,0
6971.46,18,1,0,0,0,5,806,0
739.53,10,1,0,0,2,9,298,0
2915.48,10,0,0,1,1,5,728,0
3665.45,13,0,0,1,0,7,338,0
2773.2,7,1,0,0,1,11,69,1
783.99,6,1,0,0,0,3,964,0
3267.49,16,0,0,1,1,10,291,0
8356.11,6,0,1,0,0,8,790,0
451.93,19,0,0,1,1,11,453,0
511.46,20,0,0,1,0,23,611,0
2638.9,13,0,0,1,0,8,110,0
17065.57,10,0,0,0,0,15,813,0
6636.08,22,0,0,0,1,2,646,0
6821.72,7,0,0,0,0,11,973,0
2705.75,11,0,0,1,0,6,580,0
5413.4,6,0,1,0,0,6,503,0
71.1,13,1,1,0,0,1,353,0
6075.19,9,0,0,0,1,12,869,0
14680.91,7,0,0,0,4,6,173,0
5699.37,22,0,0,1,1,10,226,1
12424.5,20,1,0,0,2,23,73,0
7733.54,22,1,0,0,0,4,874,0
780.81,7,0,0,0,0,11,207,0
13974.54,8,1,0,1,0,11,305,1
422.52,19,0,0,0,4,4,692,0
4591.0,10,1,0,0,1,5,852,0
929.87,12,0,0,0,0,2,178,0
80.65,15,0,0,0,0,14,186,0
3299.44,15,0,0,0,0,28,911,0
2107.69,13,0,0,0,0,12,513,0
4003.2,17,0,1,0,1,5,970,0
5175.13,22,1,0,0,0,8,458,0
278.35,9,1,0,0,2,3,325,0
797.51,23,0,0,1,3,14,571,1
4917.4,7,0,0,0,2,12,170,0
2531.96,15,0,0,0,3,8,209,0
7847.66,20,0,1,0,0,10,141,0
6348.35,11,0,0,1,4,16,622,1
11219.42,6,0,0,0,0,26,836,0
7085.54,0,0,0,1,2,10,372,1
3381.99,3,0,0,0,0,11,788,0
6716.16,12,0,0,0,0,8,805,0
1942.66,15,0,0,0,0,6,79,0
2204.41,20,0,1,0,0,11,50,0
9344.96,21,0,0,0,3,16,675,0
3558.09,1,1,0,0,1,6,23,1
9618.23,3,0,0,0,0,12,351,0
10380.08,5,0,0,0,0,12,79,0
11703.1,11,0,0,1,1,10,143,0
14917.18,14,0,0,0,0,8,28,0
3393.09,7,0,0,0,1,12,362,0
2313.98,8,0,0,0,0,6,988,0
5246.5,20,0,0,0,0,6,268,0
2793.39,19,1,0,0,4,18,876,1
5523.88,13,0,0,0,0,9,729,0
7346.61,9,0,0,0,0,10,126,0
7006.31,23,0,0,0,2,11,288,1
2825.73,12,1,0,0,2,2,357,0
1105.32,21,0,0,0,5,9,773,0
3388.29,20,0,1,0,0,4,569,0
933.06,10,0,0,0,0,5,287,0
13258.94,8,0,1,1,0,14,927,1
2556.76,6,1,0,0,0,10,744,1
1016.68,10,0,0,0,1,15,796,0
164.66,17,0,0,0,0,2,845,0
6237.74,9,1,0,0,0,9,989,0
6088.5,18,0,0,0,3,12,296,0
2508.59,18,0,0,0,3,20,309,0
456.48,7,0,0,1,0,4,796,0
3172.02,6,0,1,0,0,6,548,0
2246.98,21,1,1,0,2,11,333,1
6792.86,6,0,0,0,0,20,115,0
5595.07,0,0,0,1,1,9,378,0
2730.94,7,1,0,0,2,11,618,0
1484.58,2,0,0,0,0,2,420,0
26565.1,6,0,0,0,0,6,627,0
3640.84,6,0,0,0,0,9,118,0
7003.79,12,1,0,1,1,3,467,1
918.8,7,1,0,1,0,9,563,0
3998.4,21,0,0,0,1,10,465,0
177.54,6,0,1,0,2,11,553,1
4234.7,15,1,0,1,0,8,309,0
19958.32,10,0,0,0,4,13,240,1
2919.06,7,1,0,0,0,11,315,0
248.66,21,0,0,0,2,14,362,0
198.67,6,0,0,0,0,13,959,0
2956.01,14,0,0,1,0,4,78,0
1056.3,20,0,0,0,0,8,591,0
151.77,21,0,1,0,0,4,433,1
8478.78,6,1,0,0,0,10,188,0
3690.73,17,0,0,0,2,4,671,0
2058.56,21,1,0,0,0,9,980,0
13830.5,21,0,1,0,4,7,3,1
750.73,10,1,0,0,0,10,295,0
18740.34,7,1,0,0,0,4,422,0
2270.97,16,0,1,0,0,9,168,0
13167.2,19,0,1,0,5,11,926,1
5552.05,0,0,0,0,0,17,968,0
10526.64,7,0,0,1,0,13,24,1
24825.94,19,0,0,0,3,9,917,0
2051.48,7,1,0,1,0,4,320,0
19496.04,8,1,0,0,1,13,947,1
2970.68,20,0,0,1,0,9,28,0
2931.79,9,0,0,0,0,7,692,0
2506.61,1,0,0,0,0,11,893,0
4687.56,18,0,1,0,3,7,599,1
1014.44,23,0,0,0,3,5,392,0
4850.74,9,1,0,0,0,5,585,0
4691.45,15,0,1,0,0,11,677,0
8620.43,8,0,0,0,0,11,826,0
10771.97,19,1,0,0,0,6,718,0
3493.64,6,0,0,0,0,5,820,0
2170.08,23,1,0,0,0,12,746,1
1811.24,18,0,0,0,0,7,916,0
1308.67,6,0,0,0,0,5,991,0
366.26,10,1,0,1,1,21,524,1
2525.39,9,0,0,0,2,4,467,0
1900.3,8,1,0,1,0,3,484,0
20372.48,12,1,0,0,1,13,600,1
4904.72,15,0,0,1,0,7,904,0
2569.61,13,0,0,0,0,7,598,0
5221.69,16,0,1,0,1,9,284,0
909.34,10,1,0,1,1,8,232,1
3532.39,15,0,0,0,0,10,220,0
5914.76,8,0,0,0,0,5,404,0
4037.11,13,0,0,1,3,3,675,0
3092.77,16,0,0,0,0,4,407,0
30556.25,22,1,0,0,0,6,27,0
12747.34,19,1,0,0,1,10,710,0
5869.52,6,1,0,0,0,6,882,0
5065.14,5,0,0,1,0,7,978,0
5825.94,11,1,0,0,3,9,574,0
1358.71,8,0,0,0,0,10,698,0
3026.53,20,0,0,0,0,16,485,0
251.55,17,0,1,0,0,7,800,0
3882.39,7,1,0,1,0,10,227,1
4708.75,0,1,1,0,0,3,174,1
1560.68,16,1,0,0,0,8,275,0
19960.23,7,1,0,0,0,7,89,0
14421.42,22,1,0,1,0,2,777,0
7693.9,12,0,0,0,0,7,128,0
4583.53,2,1,0,0,0,8,961,0
12249.9,8,0,0,0,0,6,646,0
850.07,21,0,0,0,0,6,594,0
9388.47,0,0,0,0,0,11,508,0
809.96,14,0,0,0,0,3,165,0
9495.41,17,0,0,1,1,13,208,0
1945.86,21,0,0,1,1,18,971,1
12587.85,13,0,0,0,0,10,594,0
17308.93,13,1,0,0,0,5,557,0
976.62,15,1,1,0,0,1,251,0
3736.92,17,0,0,0,0,2,278,0
23785.91,20,0,0,0,0,5,77,0
3973.0,14,0,0,0,0,7,555,0
11960.67,11,0,0,1,0,6,685,0
5341.05,15,0,0,0,4,21,841,0
2833.19,21,1,0,0,1,8,567,0
2029.42,12,0,0,0,2,8,993,0
1373.08,21,0,0,0,0,7,198,0
8617.82,13,0,0,0,0,13,989,0
2941.85,7,0,0,1,0,11,607,0
4305.74,10,0,0,1,3,12,34,1
4077.49,17,0,0,0,0,12,364,0
5176.26,7,1,1,0,0,5,366,0
12050.59,10,0,0,1,0,6,571,0
23708.14,15,0,0,0,1,12,466,0
3151.28,14,0,0,0,0,10,254,0
10554.81,17,0,0,0,0,5,748,0
8686.97,11,0,0,0,5,8,211,0
5123.26,3,0,0,0,0,5,184,0
18757.83,4,0,0,0,0,6,55,0
1352.42,18,0,0,0,0,5,80,0
704.24,22,0,0,0,1,9,212,0
11553.33,9,0,0,0,0,8,206,0
3479.81,12,0,0,0,0,15,691,0
11272.68,15,0,0,0,1,10,881,0
13424.62,23,0,0,0,0,15,298,0
396.96,9,0,0,0,3,4,708,0
12907.37,1,0,0,0,0,3,656,0
3578.71,9,0,1,0,0,4,152,0
4295.4,13,0,0,0,0,9,801,0
5920.51,19,0,0,0,1,11,802,0
15663.24,23,0,0,0,1,3,205,0
125.81,21,1,0,0,0,1,42,0
3897.25,19,0,1,0,0,4,594,0
6993.17,23,1,0,0,3,4,345,1
7706.08,12,1,0,0,0,4,96,0
7086.31,4,1,0,0,0,10,289,1
876.24,23,1,0,0,4,8,486,1
2144.87,8,0,0,0,1,2,988,0
2675.69,18,0,0,1,0,8,292,0
9801.24,22,0,0,1,3,1,237,0
1970.7,22,0,0,0,0,3,361,0
1429.69,14,1,0,0,0,12,912,0
18952.17,20,0,0,1,1,7,678,0
63.42,23,0,1,0,0,13,889,0
36782.94,11,0,0,0,3,15,642,1
6787.3,11,0,1,0,2,6,130,0
10587.96,8,0,0,1,0,14,310,0
2104.11,15,0,0,0,2,3,525,0
96.51,7,0,0,1,0,4,10,0
8043.48,10,0,0,0,0,5,498,0
10789.83,15,1,0,1,3,16,68,1
8103.44,16,1,0,1,2,2,413,0
934.86,12,0,0,1,0,5,500,0
8410.61,10,1,0,0,0,11,782,0
8800.02,8,0,0,1,0,9,677,0
6457.16,20,0,1,1,0,5,607,0
8727.58,17,0,0,0,0,3,940,0
11231.76,23,0,0,0,0,3,924,0
5715.36,19,0,0,0,0,7,615,0
566.67,9,0,0,0,2,7,349,0
4022.22,18,0,0,0,0,1,586,0
494.98,20,0,0,0,0,12,795,0
3150.86,17,0,0,0,3,15,191,1
3146.44,23,0,0,0,0,6,1,0
419.74,15,0,0,0,1,9,629,0
2583.82,6,1,0,0,0,6,231,0
715.94,13,0,0,1,0,10,515,0
9918.91,10,0,0,0,0,12,12,0
17713.18,23,0,0,1,0,3,702,1
460.39,22,0,0,0,0,18,26,0
18631.94,17,0,0,0,0,6,604,0
4446.11,5,0,0,0,0,11,765,0
2146.33,11,0,1,0,0,14,403,0
489.86,13,1,0,0,0,1,504,0
4176.38,9,0,1,0,4,8,948,0
9504.31,18,0,1,0,2,7,610,0
7377.27,12,1,0,1,2,8,662,1
319.19,19,1,0,0,1,7,933,0
464.17,18,0,0,0,0,3,799,0
3103.76,22,0,0,1,0,4,999,0
2109.82,19,1,1,1,1,3,797,1
1596.8,7,0,0,1,0,6,284,0
1989.4,23,0,1,1,0,5,549,1
9772.03,22,0,0,0,0,11,565,0
15899.76,20,0,0,1,0,9,444,0
3126.2,21,1,0,1,0,4,707,0
14203.85,6,0,0,0,4,4,248,0
2337.19,12,0,0,0,1,13,343,0
3892.59,7,1,0,0,0,7,729,0
1547.33,9,1,1,0,0,12,762,1
6147.85,18,0,0,0,0,8,494,0
23184.0,5,0,1,0,0,12,470,1
5560.37,17,0,1,0,2,15,933,1
2667.26,19,0,0,0,0,8,549,0
6271.63,3,1,0,0,1,17,175,1
796.95,20,0,0,0,0,5,653,0
13180.95,11,0,0,0,0,4,939,0
4206.01,13,0,0,0,1,7,470,0
3589.93,22,0,0,0,1,3,945,0
5299.38,20,0,1,0,1,5,876,0
5891.52,22,0,0,0,4,9,343,0
456.89,4,1,0,0,1,7,546,0
6895.88,8,0,0,0,1,4,339,0
1671.89,23,1,0,0,2,8,405,1
7519.59,8,0,0,0,0,14,494,0
10383.88,19,0,0,0,0,8,968,0
9786.57,9,0,0,0,0,7,318,0
4834.49,10,0,0,1,0,11,446,0
4415.94,1,0,1,0,2,2,969,1
935.04,22,0,0,1,0,5,25,0
8969.17,13,1,0,0,0,6,305,1
1909.86,15,1,0,0,2,6,780,0
4129.36,14,0,0,1,0,7,530,0
2016.75,9,0,1,0,0,8,37,0
872.03,19,1,0,1,0,2,27,0
5968.35,2,0,0,0,1,4,531,0
345.18,14,1,1,1,0,4,38,1
8295.34,17,1,0,0,3,9,691,1
2302.72,7,0,0,1,0,11,179,0
10.81,13,0,0,0,2,4,445,0
4303.94,14,0,0,0,0,10,250,0
297.91,13,0,0,1,0,3,581,0
1949.19,5,0,0,0,0,3,287,0
7375.01,18,1,0,0,0,14,239,0
398.44,14,0,0,1,0,3,779,0
10980.73,21,0,1,0,0,4,458,0
32.96,22,0,0,0,0,23,908,0
1710.74,21,0,0,0,2,4,199,0
8113.34,14,0,1,0,0,12,615,0
2291.15,21,0,0,0,4,19,760,1
654.79,23,0,0,0,2,19,944,1
2689.92,10,0,0,0,0,16,482,0
1901.5,19,0,1,0,0,5,924,0
11108.06,21,0,1,0,0,13,16,1
2265.57,15,0,0,0,1,11,533,0
9343.46,8,0,1,0,2,1,796,0
13356.65,17,1,0,0,0,3,556,0
3423.03,20,1,1,0,0,15,210,1
14453.88,23,0,0,0,0,1,614,0
2852.32,1,0,0,0,2,2,229,0
19968.5,11,0,0,1,1,4,26,1
571.18,20,1,0,0,2,7,689,0
6979.68,9,1,0,1,1,11,684,1
4095.11,21,0,0,0,0,4,232,0
2952.7,17,0,0,0,4,2,416,0
6019.65,21,0,0,0,3,4,423,0
7311.48,18,0,0,1,0,7,170,0
36.24,11,0,0,0,0,4,189,0
1105.99,19,0,0,0,0,2,842,0
7500.6,13,0,1,0,1,2,769,0
6596.61,19,0,0,0,0,6,540,0
20306.76,23,0,0,0,0,10,49,1
8598.7,21,0,1,0,0,8,64,0
18077.84,21,0,0,0,0,13,257,0
7284.86,2,0,0,1,0,4,548,0
2133.38,12,0,0,0,0,10,23,0
678.04,6,0,0,1,2,16,696,1
9144.72,20,0,0,1,0,7,910,0
6209.46,12,0,0,1,1,5,745,0
306.31,18,0,0,1,1,6,584,0
2688.2,18,0,0,1,0,1,932,0
18861.46,14,0,0,0,0,9,188,0
4173.7,12,0,0,0,0,3,704,0
3411.51,16,0,0,0,0,5,623,0
3681.61,16,0,0,0,3,15,51,0
1415.85,4,0,1,0,1,15,7,1
2769.91,23,0,0,0,0,13,758,0
2780.43,16,0,1,0,3,8,826,1
332.65,9,1,0,1,2,5,586,0
8764.94,8,0,0,0,3,9,477,0
3242.31,17,0,0,0,0,15,657,0
10371.9,21,0,0,0,1,1,917,0
11406.66,19,1,1,0,0,15,502,1
1439.5,2,0,0,1,1,5,332,1
6436.34,10,0,0,0,0,5,436,0
3845.16,11,0,0,0,1,5,378,0
12739.42,15,0,0,0,0,5,987,0
1468.09,21,1,0,0,2,9,1,0
6805.74,16,0,1,0,1,3,397,0
5625.17,20,1,0,0,0,12,948,0
2109.91,17,0,1,0,0,10,380,0
891.27,23,0,0,0,1,5,315,0
6337.11,17,0,0,1,0,4,948,0
8060.16,8,0,0,0,0,8,639,0
2285.52,14,0,0,0,1,5,605,0
6221.0,5,0,0,0,2,2,946,0
3026.46,10,0,0,0,0,14,314,0
7503.97,15,1,0,1,0,7,680,0
1342.98,8,0,0,0,1,9,969,0
